iter	RMSE
248	0.1701805099
249	0.1701006352
250	0.1698952342
251	0.1696731715
252	0.1695310592
253	0.1694642443
254	0.1692254669
255	0.1690506991
256	0.1689516478
257	0.1688119483
258	0.1686129322
259	0.1684776593
260	0.1683858518
261	0.1681085084
262	0.1679713635
263	0.167756663
264	0.1676753499
265	0.1675833677
266	0.1675190815
267	0.1672227129
268	0.1671404491
269	0.1668873614
270	0.1667703114
271	0.1665415796
272	0.1663102651
273	0.1662262455
274	0.1660560704
275	0.165857608
276	0.1657000437
277	0.1655635192
278	0.1654158027
279	0.1650860383
280	0.1650416514
281	0.1649384567
282	0.1647698913
283	0.164524445
284	0.1644680646
285	0.1642376554
286	0.1640895778
287	0.1638351483
288	0.1635321923
289	0.1634527636
290	0.1632231351
291	0.1631393266
292	0.1630354715
293	0.1629208226
294	0.1628336617
295	0.1627998709
296	0.1627119299
297	0.1625299847
298	0.1622941947
299	0.1622004324
300	0.162134686
301	0.1620571727
302	0.1619169873
303	0.1618061163
304	0.1615993079
305	0.1614446463
306	0.1613526541
307	0.1612516799
308	0.161056176
309	0.1609469058
310	0.1608086434
311	0.1606383207
312	0.1605699038
313	0.1605036072
314	0.1604034121
315	0.1602251335
316	0.1600853702
317	0.1600287625
318	0.1599040698
319	0.1598186321
320	0.1596440218
321	0.1595904241
322	0.1595493248
323	0.1592314141
324	0.1591018728
325	0.1589733342
326	0.1589391655
327	0.1588747321
328	0.1588459062
329	0.1588029597
330	0.1586238323
331	0.1583935826
332	0.158298584
333	0.1581657603
334	0.1579912722
335	0.1578946783
336	0.1578297835
337	0.1577343966
338	0.1576758835
339	0.1575359133
340	0.157298264
341	0.157246965
342	0.1571181051
343	0.1568991808
344	0.1568182692
345	0.1567339375
346	0.15665196
347	0.1566023407
348	0.1565262377
349	0.156357762
350	0.1562212926
351	0.1560285968
352	0.1559724765
353	0.1558837828
354	0.1557103713
355	0.1556529766
356	0.1555650376
357	0.1555037828
358	0.1554466872
359	0.1554182722
360	0.1553179313
361	0.1552485558
362	0.1551720306
363	0.1551162179
364	0.1549924068
365	0.1549434948
366	0.1548585227
367	0.1547329584
368	0.1546014197
369	0.1545299648
370	0.1544154852
371	0.1543806072
372	0.1543289013
373	0.1541409344
374	0.1540563975
375	0.154001784
376	0.1538697258
377	0.1538280294
378	0.1537741333
379	0.15369745
380	0.1535567864
381	0.1534957023
382	0.1534367938
383	0.1533659692
384	0.1532634415
385	0.1532249961
386	0.1531630697
387	0.1531176245
388	0.1530908183
389	0.1530396456
390	0.1528546013
391	0.152801289
392	0.1525961629
393	0.1525010435
394	0.1524330757
395	0.1523925799
396	0.1523259275
397	0.152213768
398	0.1521113647
399	0.1520391751
400	0.1519747199
401	0.1519014259
402	0.1516924385
403	0.1516597891
404	0.151497399
405	0.1513889382
406	0.151327667
407	0.1512960813
408	0.1512527101
409	0.151173107
410	0.1510449886
411	0.1508776003
412	0.1507770439
413	0.150711267
414	0.1506387645
415	0.1505464873
416	0.1505044786
417	0.1504340483
418	0.15038577
419	0.1501026763
420	0.1500407492
421	0.1499568558
422	0.1499026199
423	0.1498387814
424	0.1498019916
425	0.1496153934
426	0.1495238579
427	0.1494562176
428	0.1493531
429	0.1492749991
430	0.1492181416
431	0.1491363719
432	0.1490852136
433	0.1489126936
434	0.1486881123
435	0.1486399493
436	0.1485721544
437	0.1485163433
438	0.1484719709
439	0.1484682431
440	0.1484251079
441	0.1483742391
442	0.1482286697
443	0.1480808703
444	0.148026919
445	0.1479119663
446	0.1478229567
447	0.1477642975
448	0.1477187968
449	0.1476640207
450	0.1475651736
451	0.1475024022
452	0.1474391953
453	0.1473606996
454	0.1472209394
455	0.1471790359
456	0.1471629331
457	0.1470433214
458	0.1470177162
459	0.1469539634
460	0.1468370948
461	0.1467631304
462	0.1466091665
463	0.1464639805
464	0.1463434376
465	0.1463070879
466	0.1462749611
467	0.146240555
468	0.1461597083
469	0.1461309517
470	0.1458890738
471	0.1458132368
472	0.1457593559
473	0.1456741993
474	0.1455981487
475	0.1455106002
476	0.1453168209
477	0.1452626457
478	0.1452009346
479	0.1451429694
480	0.1450850006
481	0.1449417171
482	0.1448572038
483	0.1448408875
484	0.1447980256
485	0.1447400458
486	0.1445724991
487	0.1445258785
488	0.1444767707
489	0.1444467144
490	0.1441930126
491	0.1441402787
492	0.1440217897
493	0.1439810661
494	0.1439005963
495	0.1437807961
496	0.1434758443
497	0.143416723
498	0.143345909
499	0.1431598633
500	0.1430685293
501	0.143035407
502	0.1429969461
503	0.1427979442
504	0.142775034
505	0.1427566503
506	0.1426972366
507	0.1426390126
508	0.142474517
509	0.1424234212
510	0.1424009244
511	0.1423692863
512	0.1422946267
513	0.1421399682
514	0.1420232608
515	0.1419420709
516	0.1418894021
517	0.1418258642
518	0.1416935895
519	0.1414068814
520	0.1412734478
521	0.1412419531
522	0.1412116645
523	0.1411422882
524	0.1410792001
525	0.1410624918
526	0.1409380347
527	0.1409017116
528	0.1408447715
529	0.1407587978
530	0.1406745179
531	0.1405998811
532	0.1405578536
533	0.1405488435
534	0.1404359755
535	0.1403487837
536	0.1401238393
537	0.1400881894
538	0.1400560065
539	0.1399840762
540	0.139811885
541	0.1397948201
542	0.1397812642
543	0.1396417695
544	0.1395643231
545	0.1394175185
546	0.1394046209
547	0.139309238
548	0.1391769058
549	0.1391480944
550	0.1390852742
551	0.1390417791
552	0.1389640947
553	0.1389346174
554	0.1389201065
555	0.1388181216
556	0.1387889917
557	0.1386412312
558	0.1386272103
559	0.1386068319
560	0.138449134
561	0.1384105964
562	0.1383104752
563	0.1382183708
564	0.1381019315
565	0.1379804054
566	0.1379659787
567	0.1379527302
568	0.1379388493
569	0.1379321945
570	0.1378984042
571	0.1378336715
572	0.1377338252
573	0.1376342569
574	0.137570422
575	0.1375110966
576	0.137501193
577	0.1374873565
578	0.1373950569
579	0.1372373661
580	0.1372265695
581	0.1370763212
582	0.1370657552
583	0.136927887
584	0.1368323801
585	0.1367393655
586	0.1366820454
587	0.1366459041
588	0.1365198317
589	0.1364498121
590	0.1363760313
591	0.1363191964
592	0.136231947
593	0.1360534034
594	0.1360312823
595	0.1360084226
596	0.1359695229
597	0.135921125
598	0.1358726498
599	0.135775901
600	0.1357443975
601	0.1357142572
602	0.1356212606
603	0.1355388635
604	0.1355114
605	0.1354871548
606	0.1354731754
607	0.1352630363
608	0.1352309131
609	0.135179599
610	0.1350330146
611	0.1349286101
612	0.1348631433
613	0.1347640753
614	0.1346900142
615	0.1346552632
616	0.134586384
617	0.1345207116
618	0.134468175
619	0.1344378938
620	0.1343049557
621	0.1342731588
622	0.1342387605
623	0.1341910637
624	0.1340485931
625	0.1340198122
626	0.133933468
627	0.133802946
628	0.1337119628
629	0.1336715984
630	0.1336590158
631	0.1334093949
632	0.133385197
633	0.1333545824
634	0.1332393204
635	0.1330386141
636	0.1329109373
637	0.1327216109
638	0.1326960307
639	0.1326392014
640	0.132565111
641	0.1323887164
642	0.1323801072
643	0.1321835191
644	0.132057069
645	0.1320126437
646	0.13199395
647	0.1319606855
648	0.1318445627
649	0.1318012064
650	0.1317597566
651	0.1316934531
652	0.1315931766
653	0.1314343553
654	0.1313145585
655	0.1312188962
656	0.1311230261
657	0.1310204824
658	0.1309046268
659	0.1308030757
660	0.1307724997
661	0.1306192335
662	0.1305515678
663	0.1303861464
664	0.1303570148
665	0.1303268809
666	0.1302480926
667	0.1302039778
668	0.1301689259
669	0.130028018
670	0.1299241003
671	0.1298758635
672	0.1297503616
673	0.1296160024
674	0.1294827943
675	0.1294227079
676	0.1293962029
677	0.1293748398
678	0.1292557789
679	0.1291634003
680	0.1291077473
681	0.1289793922
682	0.1289029535
683	0.1287749352
684	0.1286108714
685	0.1285488139
686	0.1285295855
687	0.1284623225
688	0.1283962771
689	0.1283793837
690	0.1283545178
691	0.1283344702
692	0.1283070337
693	0.1282883323
694	0.1282505346
695	0.1282342452
696	0.1281615707
697	0.1280741985
698	0.1280639991
699	0.1280024986
700	0.1279903466
701	0.1279560714
702	0.1279386002
703	0.1277837769
704	0.1277159036
705	0.1276710384
706	0.1275887019
707	0.1275410284
708	0.1275004228
709	0.1273275583
710	0.127297033
711	0.127218911
712	0.1271146743
713	0.1270218655
714	0.1270115927
715	0.126824646
716	0.1267040182
717	0.1266454337
718	0.1264827066
719	0.1264407059
720	0.1264185532
721	0.1263311653
722	0.126246098
723	0.1261460251
724	0.1260156933
725	0.1259113087
726	0.1258041271
727	0.1257003049
728	0.125656961
729	0.1256070703
730	0.1254424125
731	0.1253663218
732	0.1252802467
733	0.1252255051
734	0.1251493136
735	0.1250828059
736	0.1250734383
737	0.1250575523
738	0.1250340338
739	0.1250190448
740	0.1249869869
741	0.1249778619
742	0.1249617084
743	0.1248225584
744	0.1247935028
745	0.1246563348
746	0.1245657612
747	0.1245505283
748	0.1245133041
749	0.1244828611
750	0.1244386175
751	0.1242851412
752	0.1242086735
753	0.1241507384
754	0.1240977237
755	0.1239636596
756	0.1238923042
757	0.1237519899
758	0.1237180812
759	0.1236066613
760	0.1235401524
761	0.1233462203
762	0.1232952868
763	0.1231684818
764	0.1231062102
765	0.1230163013
766	0.1229485341
767	0.1228128401
768	0.1227704185
769	0.1227226274
770	0.1226532308
771	0.1225713863
772	0.1224725262
773	0.1224428417
774	0.1223109847
775	0.1222808923
776	0.1221825656
777	0.1221265425
778	0.122096374
779	0.1220863875
780	0.1220103064
781	0.121963018
782	0.1218945609
783	0.1218421493
784	0.1218231574
785	0.1217924303
786	0.1216210397
787	0.1215108144
788	0.1214904917
789	0.1214031726
790	0.121307714
791	0.1211703866
792	0.1210950977
793	0.1209782402
794	0.1209678467
795	0.1208535022
796	0.1207648506
797	0.1207319901
798	0.1206346496
799	0.1206061041
800	0.1205001655
801	0.1204554132
802	0.1204257342
803	0.1203127722
804	0.1202385385
805	0.120199245
806	0.1200908479
807	0.1199736655
808	0.1199473425
809	0.1199318114
810	0.1198373639
811	0.1197839134
812	0.1196847496
813	0.1196368609
814	0.1195799595
815	0.1195236379
816	0.1194607568
817	0.1194201655
818	0.1193961964
819	0.1193719389
820	0.1193244807
821	0.1192783217
822	0.1191640173
823	0.1189851489
824	0.118952227
825	0.1189015989
826	0.1188752033
827	0.1188495908
828	0.1188270351
829	0.118788125
830	0.1186376055
831	0.1185971671
832	0.1185869937
833	0.1185402583
834	0.1185105298
835	0.1183642543
836	0.1183255899
837	0.1182937414
838	0.1182044071
839	0.1180794545
840	0.1180051577
841	0.1179469572
842	0.1178859078
843	0.1178034219
844	0.117734898
845	0.1176317753
846	0.1175071869
847	0.1174977885
848	0.1173928622
849	0.1173837196
850	0.1173146816
851	0.1172301675
852	0.1171839193
853	0.117130433
854	0.1170513943
855	0.1170296681
856	0.1169202343
857	0.1168141724
858	0.1167457014
859	0.116660846
860	0.1165314127
861	0.1164648959
862	0.1163893565
863	0.1163395004
864	0.1163014695
865	0.1162645513
866	0.1162408242
867	0.1161909669
868	0.1161353637
869	0.1160849327
870	0.1160549771
871	0.1160077768
872	0.1158769839
873	0.1157665282
874	0.1157143816
875	0.1155955883
876	0.1155119022
877	0.1154249526
878	0.1153613978
879	0.1152845781
880	0.1152649051
881	0.115224717
882	0.1151511208
883	0.1150839599
884	0.1150110371
885	0.1149540262
886	0.1148861342
887	0.114810946
888	0.114708719
889	0.1146182064
890	0.1145620998
891	0.1145319805
892	0.1145017822
893	0.1144295328
894	0.1144239819
895	0.1143695639
896	0.1142779628
897	0.1142427736
898	0.1142189433
899	0.1141598178
900	0.114132057
901	0.1140807821
902	0.114006482
903	0.1139897156
904	0.1138888193
905	0.1138605772
906	0.1138245597
907	0.1138114189
908	0.1137673425
909	0.1136968719
910	0.1136739573
911	0.1136127697
912	0.1136096941
913	0.113557673
914	0.1135114819
915	0.1135018734
916	0.1134381028
917	0.1133983949
918	0.1133566415
919	0.1133284784
920	0.1132706675
921	0.1131849189
922	0.1131284391
923	0.1130939581
924	0.1129783511
925	0.1129414113
926	0.1128348265
927	0.1128268643
928	0.1127543135
929	0.1126649435
930	0.1126575591
931	0.1126287886
932	0.1125998095
933	0.1125077589
934	0.1124187212
935	0.1123980755
936	0.1123746981
937	0.1123596317
938	0.1123519128
939	0.1123376616
940	0.1122647906
941	0.1122314194
942	0.1121658529
943	0.1121574465
944	0.1121452829
945	0.1120803686
946	0.1120741866
947	0.111968492
948	0.1119513507
949	0.1118833659
950	0.1118746032
951	0.1118014664
952	0.1117945579
953	0.1117498201
954	0.1117190138
955	0.1117120433
956	0.1116271729
957	0.1115962055
958	0.1115187911
959	0.1115143346
960	0.11147868
961	0.1114554039
962	0.1114488711
963	0.1114440363
964	0.1114012188
965	0.111395156
966	0.111389303
967	0.1113752375
968	0.1112913413
969	0.1112660647
970	0.1112274514
971	0.1112085013
972	0.1111586118
973	0.1110726311
974	0.1110643981
975	0.1109920522
976	0.1109103587
977	0.1108822815
978	0.110863408
979	0.1108110103
980	0.1107546513
981	0.1106839054
982	0.1106804656
983	0.1106192619
984	0.1104988202
985	0.1103795918
986	0.1103103044
987	0.1102331515
988	0.1102120736
989	0.1101970937
990	0.1101352593
991	0.1101226878
992	0.1100687002
993	0.110039951
994	0.1100281375
995	0.1099762149
996	0.1099482349
997	0.1098894426
998	0.1098836452
999	0.1097628579
1000	0.1096976742
1001	0.1096695201
1002	0.1095713873
1003	0.1095585026
1004	0.1095437421
1005	0.1095276279
1006	0.1095150626
1007	0.1095106567
1008	0.1094961493
1009	0.1094646537
1010	0.1094472935
1011	0.1093931989
1012	0.1093739837
1013	0.1093438545
1014	0.1093181201
1015	0.1092548313
1016	0.1091960624
1017	0.1091464701
1018	0.1091160768
1019	0.1090901469
1020	0.1090705511
1021	0.1090439902
1022	0.1089858454
1023	0.1089463393
1024	0.1089294593
1025	0.1089073112
1026	0.1089026064
1027	0.1088589646
1028	0.1087040253
1029	0.1086599525
1030	0.1085924541
1031	0.1085794739
1032	0.1085154312
1033	0.1084966418
1034	0.1084601137
1035	0.108426744
1036	0.1083625719
1037	0.1083032145
1038	0.1082692923
1039	0.1082525316
1040	0.1082160145
1041	0.1082067692
1042	0.108154066
1043	0.1081467035
1044	0.1080853836
1045	0.1080189172
1046	0.1079352294
1047	0.1078973186
1048	0.1078690956
1049	0.1078227584
1050	0.1077893832
1051	0.107711296
1052	0.1076941828
1053	0.1076552287
1054	0.1075585527
1055	0.1075482604
1056	0.1075426291
1057	0.107523275
1058	0.1074828344
1059	0.1074412745
1060	0.1074276659
1061	0.1073648539
1062	0.1073508508
1063	0.1072373961
1064	0.10722864
1065	0.107161138
1066	0.1070294988
1067	0.107019607
1068	0.1070007519
1069	0.1069744337
1070	0.1069467009
1071	0.1069307153
1072	0.1068955345
1073	0.1068754624
1074	0.1068718852
1075	0.1068172511
1076	0.106773736
1077	0.1067609596
1078	0.1067068962
1079	0.1066527362
1080	0.1066481543
1081	0.1066010386
1082	0.1065381149
1083	0.1064920542
1084	0.1064391679
1085	0.1063693334
1086	0.1063126953
1087	0.1062996305
1088	0.106198992
1089	0.1061892574
1090	0.1061577423
1091	0.1060148403
1092	0.1059883581
1093	0.1059839504
1094	0.1059619758
1095	0.1058861399
1096	0.1058696447
1097	0.1058385341
1098	0.1057929616
1099	0.1057497947
1100	0.1057167195
1101	0.10568137
1102	0.1055531799
1103	0.1055267212
1104	0.1055127288
1105	0.1054749455
1106	0.1054150216
1107	0.105377042
1108	0.1053750836
1109	0.1053716244
1110	0.1053332356
1111	0.1052988461
1112	0.1052642452
1113	0.1052446518
1114	0.1051248316
1115	0.1050650073
1116	0.1049966172
1117	0.1049561618
1118	0.1048742418
1119	0.1048688698
1120	0.104865231
1121	0.1048350073
1122	0.1047756216
1123	0.1047437442
1124	0.1047318808
1125	0.104718768
1126	0.1047140874
1127	0.1046357008
1128	0.1045750466
1129	0.104558352
1130	0.1045492345
1131	0.1044996888
1132	0.1044822386
1133	0.1044707435
1134	0.1044061466
1135	0.1043733892
1136	0.1043421351
1137	0.1043158561
1138	0.1042498011
1139	0.1042365888
1140	0.1041867641
1141	0.1041656997
1142	0.1041457203
1143	0.1041329953
1144	0.1041150416
1145	0.1041058062
1146	0.1040588111
1147	0.1040220341
1148	0.1039855872
1149	0.1039628131
1150	0.1039200639
1151	0.1038885796
1152	0.1038846638
1153	0.1038817593
1154	0.1038476478
1155	0.1038166049
1156	0.1038096119
1157	0.1038057162
1158	0.1037967258
1159	0.1037521961
1160	0.1037269477
1161	0.1036763515
1162	0.1036599773
1163	0.1036398882
1164	0.103607668
1165	0.1035685084
1166	0.1035269158
1167	0.103476986
1168	0.1033555917
1169	0.103281639
1170	0.1032611018
1171	0.1031378948
1172	0.1031310319
1173	0.1030998439
1174	0.1029982717
1175	0.1029967067
1176	0.1028452269
1177	0.10277299
1178	0.1027599561
1179	0.1027462942
1180	0.1027147662
1181	0.1026883414
1182	0.1026612151
1183	0.1026527339
1184	0.102600083
1185	0.1025803596
1186	0.1024870176
1187	0.1024518782
1188	0.1023911339
1189	0.1023235539
1190	0.1023093061
1191	0.1022513056
1192	0.1022086658
1193	0.1021971328
1194	0.1021657571
1195	0.1020447167
1196	0.102028828
1197	0.1019888953
1198	0.1019705974
1199	0.1019480977
1200	0.1018352262
1201	0.1018008768
1202	0.1017530311
1203	0.1017084445
1204	0.1016594116
1205	0.1015846751
1206	0.1015796738
1207	0.101526023
1208	0.1015106158
1209	0.1014933671
1210	0.1014626955
1211	0.10144903
1212	0.101363172
1213	0.1012828005
1214	0.1012512296
1215	0.1012267166
1216	0.1012095994
1217	0.1011699884
1218	0.1010593964
1219	0.1010456493
1220	0.1009640992
1221	0.1009548226
1222	0.1008967988
1223	0.100845125
1224	0.1007344595
1225	0.1007183004
1226	0.1007009792
1227	0.1006755125
1228	0.1006185736
1229	0.1005675437
1230	0.1005477389
1231	0.1005219186
1232	0.1005033143
1233	0.100472109
1234	0.1004229045
1235	0.1003500307
1236	0.1003393026
1237	0.100331474
1238	0.1002825196
1239	0.1002465814
1240	0.100120297
1241	0.1000976276
1242	0.1000808421
1243	0.1000229055
1244	0.09996683767
1245	0.09989483754
1246	0.09982233603
1247	0.09981181002
1248	0.09977296139
1249	0.0997150658
1250	0.09966785136
1251	0.09966185358
1252	0.09963925159
1253	0.09962605708
1254	0.09954614685
1255	0.09947587074
1256	0.09942066071
1257	0.09941446089
1258	0.09938502652
1259	0.09935661944
1260	0.09923971113
1261	0.09921293323
1262	0.09917425556
1263	0.09906567603
1264	0.09904930232
1265	0.09898696033
1266	0.09896290003
1267	0.09891665954
1268	0.09890013651
1269	0.09889459265
1270	0.09886250191
1271	0.09882783255
1272	0.09881888146
1273	0.09879497451
1274	0.09878318905
1275	0.09867799197
1276	0.09863340521
1277	0.09862743053
1278	0.09856918995
1279	0.09852780447
1280	0.09849800603
1281	0.09844509734
1282	0.09843641502
1283	0.09841390501
1284	0.09839233749
1285	0.0983592767
1286	0.09834092423
1287	0.09831702964
1288	0.09830385247
1289	0.09828159956
1290	0.09823133441
1291	0.09822160952
1292	0.09811710732
1293	0.09807209113
1294	0.09802950521
1295	0.09793868628
1296	0.09791318574
1297	0.09781818879
1298	0.09779019339
1299	0.09776498895
1300	0.09773125866
1301	0.09772247277
1302	0.0977178213
1303	0.09765768441
1304	0.09762331632
1305	0.09760249397
1306	0.09757358499
1307	0.09756138259
1308	0.09754850954
1309	0.09750344895
1310	0.09748929728
1311	0.09747575443
1312	0.09744312688
1313	0.09741578888
1314	0.09736251457
1315	0.09735205877
1316	0.09732729359
1317	0.09725483717
1318	0.09721106183
1319	0.09717193613
1320	0.09716976192
1321	0.09713135617
1322	0.09711520018
1323	0.09708635079
1324	0.09706044719
1325	0.09700207257
1326	0.09698853324
1327	0.0969541985
1328	0.09692046254
1329	0.09688810207
1330	0.09680444091
1331	0.09679014471
1332	0.09669717164
1333	0.09666377108
1334	0.09664953798
1335	0.09661848627
1336	0.09651714973
1337	0.09647632872
1338	0.09645425908
1339	0.09644728798
1340	0.09636786256
1341	0.09634115369
1342	0.09633860839
1343	0.09632208787
1344	0.09628035954
1345	0.09625368901
1346	0.09623821948
1347	0.09621478386
1348	0.0962016959
1349	0.09617815384
1350	0.09616892506
1351	0.09614708464
1352	0.09613711574
1353	0.09612456764
1354	0.09607822128
1355	0.09597636933
1356	0.09596281967
1357	0.09594049764
1358	0.09585307953
1359	0.09578923572
1360	0.0957494425
1361	0.0957076415
1362	0.09570502543
1363	0.09569596878
1364	0.09565219391
1365	0.09563671355
1366	0.09559784816
1367	0.09556118247
1368	0.09549817936
1369	0.09546162895
1370	0.0954548699
1371	0.09544406493
1372	0.09537418552
1373	0.09536115545
1374	0.09535714777
1375	0.09531147602
1376	0.09529202781
1377	0.09520373576
1378	0.09513177567
1379	0.09510013773
1380	0.09508792701
1381	0.09504584692
1382	0.09501838698
1383	0.09499931331
1384	0.0949034232
1385	0.09487556161
1386	0.09482140325
1387	0.09481927813
1388	0.09480575138
1389	0.09478996756
1390	0.09478771778
1391	0.09476679412
1392	0.09475381884
1393	0.09473652366
1394	0.09472842141
1395	0.09467613503
1396	0.09466249093
1397	0.09461690081
1398	0.09459874007
1399	0.09458891462
1400	0.09456912256
1401	0.09455934814
1402	0.09454203726
1403	0.09453045922
1404	0.09444864549
1405	0.09441354326
1406	0.09441011534
1407	0.09440062659
1408	0.09437028962
1409	0.09434046071
1410	0.09429699712
1411	0.09429150428
1412	0.09428314415
1413	0.09422924125
1414	0.09421123694
1415	0.09417399553
1416	0.09415947257
1417	0.09406021504
1418	0.09404416969
1419	0.09402890125
1420	0.09399913355
1421	0.09395445762
1422	0.09390819096
1423	0.09389644753
1424	0.09387291581
1425	0.09384396724
1426	0.09382560207
1427	0.09379185625
1428	0.09377137724
1429	0.09371648717
1430	0.09368399996
1431	0.09364635319
1432	0.09360637699
1433	0.09358693343
1434	0.09356627782
1435	0.09354765499
1436	0.09345591821
1437	0.09344532161
1438	0.09342549606
1439	0.09338077562
1440	0.09336548257
1441	0.09330218951
1442	0.09328715248
1443	0.09327841233
1444	0.09326058804
1445	0.09319908617
1446	0.09318058736
1447	0.09312658508
1448	0.09306799402
1449	0.09305069601
1450	0.09303375226
1451	0.0929936235
1452	0.09298598952
1453	0.09290464791
1454	0.09280497284
1455	0.09280257238
1456	0.09275291926
1457	0.09274101238
1458	0.0927178811
1459	0.09271384299
1460	0.09263541619
1461	0.09261364588
1462	0.09259247633
1463	0.0925912265
1464	0.09256602378
1465	0.0925203709
1466	0.09245042153
1467	0.09243925304
1468	0.09242476745
1469	0.09240616281
1470	0.09227628826
1471	0.09225186776
1472	0.0922496584
1473	0.09217277215
1474	0.09212716302
1475	0.09206268605
1476	0.09202372637
1477	0.09199039944
1478	0.09195882666
1479	0.09195674477
1480	0.09187215399
1481	0.09184935994
1482	0.09178971156
1483	0.09177824549
1484	0.09173106894
1485	0.09170392746
1486	0.09163941816
1487	0.09161718368
1488	0.09154921643
1489	0.09154478632
1490	0.09147950388
1491	0.09146891355
1492	0.09144458705
1493	0.09144227589
1494	0.09132067917
1495	0.09126974457
1496	0.0912138219
1497	0.09118776887
1498	0.09117264659
1499	0.09113486789
1500	0.09110503021
1501	0.09107922531
1502	0.09105333355
1503	0.09104250936
1504	0.09098587382
1505	0.09098109788
1506	0.0909702186
1507	0.09096428521
1508	0.09092711627
1509	0.09090486403
1510	0.09086928496
